File,Line
2007-08-27__25__trunk__source__org__jfree__chart__imagemap__ImageMapUtilities.java,177
2008-02-19__16__trunk__tests__org__jfree__data__time__junit__TimeSeriesTests.java,328
2007-07-06__26__trunk__tests__org__jfree__data__statistics__junit__DefaultStatisticalCategoryDatasetTests.java,117
2007-07-06__26__trunk__tests__org__jfree__data__statistics__junit__DefaultStatisticalCategoryDatasetTests.java,119
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__StandardDialRange.java,329
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__DialPointer.java,85
2008-02-19__16__trunk__tests__org__jfree__chart__plot__junit__CategoryPlotTests.java,122
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__DialValueIndicatorTests.java,93
2007-07-06__26__trunk__source__org__jfree__chart__renderer__category__GroupedStackedBarRenderer.java,364
2007-08-27__25__trunk__tests__org__jfree__data__statistics__junit__DefaultStatisticalCategoryDatasetTests.java,117
2007-08-27__25__trunk__tests__org__jfree__data__statistics__junit__DefaultStatisticalCategoryDatasetTests.java,119
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__StandardDialRange.java,329
2008-02-19__16__trunk__tests__org__jfree__chart__renderer__category__junit__IntervalBarRendererTests.java,143
2007-07-06__26__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,77
2007-07-06__26__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,80
2007-07-06__26__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,90
2007-07-06__26__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,91
2007-08-27__25__trunk__source__org__jfree__data__category__DefaultIntervalCategoryDataset.java,201
2007-08-27__25__trunk__source__org__jfree__data__category__DefaultIntervalCategoryDataset.java,202
2007-11-22__18__trunk__tests__org__jfree__chart__renderer__category__junit__IntervalBarRendererTests.java,143
2007-11-22__18__trunk__tests__org__jfree__chart__plot__junit__CategoryPlotTests.java,122
2007-08-27__25__trunk__tests__org__jfree__data__time__junit__TimeSeriesTests.java,304
2007-08-27__25__trunk__source__org__jfree__chart__renderer__category__GroupedStackedBarRenderer.java,364
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__DialValueIndicatorTests.java,93
2007-07-06__26__trunk__tests__org__jfree__data__time__junit__TimeSeriesTests.java,304
2007-08-27__25__trunk__tests__org__jfree__chart__renderer__category__junit__IntervalBarRendererTests.java,145
2007-07-06__26__trunk__source__org__jfree__data__category__DefaultIntervalCategoryDataset.java,201
2007-07-06__26__trunk__source__org__jfree__data__category__DefaultIntervalCategoryDataset.java,202
2007-11-22__18__trunk__source__org__jfree__data__category__DefaultIntervalCategoryDataset.java,199
2007-11-22__18__trunk__source__org__jfree__data__category__DefaultIntervalCategoryDataset.java,200
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialRangeTests.java,105
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialRangeTests.java,107
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__DialPointer.java,85
2007-08-27__25__trunk__tests__org__jfree__data__time__junit__DayTests.java,61
2007-07-06__26__trunk__source__org__jfree__chart__renderer__category__LineAndShapeRenderer.java,730
2007-07-06__26__trunk__experimental__org__jfree__experimental__chart__plot__dial__DialValueIndicator.java,127
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialRangeTests.java,105
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__junit__StandardDialRangeTests.java,107
2008-04-07__14__trunk__tests__org__jfree__data__time__junit__TimeSeriesTests.java,328
2007-07-06__26__trunk__tests__org__jfree__chart__renderer__category__junit__IntervalBarRendererTests.java,145
2008-04-07__14__trunk__tests__org__jfree__chart__renderer__category__junit__IntervalBarRendererTests.java,143
2007-08-27__25__trunk__experimental__org__jfree__experimental__chart__plot__dial__DialValueIndicator.java,127
2007-07-06__26__trunk__source__org__jfree__chart__imagemap__ImageMapUtilities.java,177
2007-08-27__25__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,77
2007-08-27__25__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,80
2007-08-27__25__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,90
2007-08-27__25__trunk__source__org__jfree__data__statistics__DefaultBoxAndWhiskerCategoryDataset.java,91
